
Organisation for Economic Co-operation and Development 

OECD Existing Chemicals Database
	
Click on an item ...

    Home
    Search
    SIDS contacts
    Sponsored chemicals
    Category chemicals
    Help

 
Reports

    Overall Status
    All Sponsored Substances
    Publications

 

	
List of all chemicals

CAS number	Chemical Name	Synonyms
64742-62-7	Residual oils (petroleum), solvent-dewaxed	Residual oils petroleum solvent-dewaxed
64742-63-8	Distillates (petroleum), solvent-dewaxed heavy naphthenic	Distillates petroleum solvent-dewaxed heavy naphth
64742-65-0	Distillates (petroleum), solvent-dewaxed heavy paraffinic	Distillates petroleum solvent-dewaxed heavy paraff
64742-67-2	Foots oil (petroleum)	Foots oil, (petroleum)
64742-70-7	Paraffin oils (petroleum), catalytic dewaxed heavy	Paraffin oils petroleum catalytic dewaxed heavy
64742-71-8	Paraffin oils (petroleum), catalytic dewaxed light	Paraffin oils petroleum catalytic dewaxed light
64742-73-0	Naphtha (petroleum), hydrodesulfurised light	Naphtha petroleum hydrodesulfurised light
64742-78-5	Residues (petroleum), hydrodesulfurized atmospheric tower	Residues petroleum hydrodesulfurized atmospheric t
64742-79-6	Gas oils (petroleum), hydrodesulfurized	Gas oils petroleum hydrodesulfurized
64742-80-9	Distillates (petroleum), hydrodesulfurized middle	Distillates petroleum hydrodesulfurized middle
64742-81-0	Kerosine (petroleum), hydrodesulfurized	 
64742-82-1	Naphtha (petroleum), hydrodesulfurised heavy	 
64742-83-2	Naphtha (petroleum), light steam-cracked	Naphtha petroleum light steam-cracked
64742-86-5	Gas oils (petroleum), hydrodesulfurized heavy vacuum	Gas oils petroleum hydrodesulfurized heavy vacuum
64742-87-6	Gas oils (petroleum), hydrodesulfurized light vacuum	Gas oils petroleum hydrodesulfurized light vacuum
64742-88-7	Solvent naphtha (petroleum), medium aliphatic	 
64742-89-8	Solvent naphtha (petroleum), light aliphatic	 
64742-90-1	Residues (petroleum), steam-cracked	Residues petroleum steam-cracked
64742-91-2	Distillates (petroleum), steam-cracked	Distillates petroleum steam-cracked
64742-93-4	Asphalt, oxidized	 
64742-94-5	Solvent naphtha (petroleum), heavy aromatic	 
64742-95-6	Solvent naphtha (petroleum), light aromatic	Solvent naphtha petroleum light aromatic
64742-96-7	Solvent naphtha (petroleum), heavy aliphatic	Solvent naphtha petroleum heavy aliphatic
64742-99-0	Residual oils (petroleum) oxidized	 
64743-00-6	Hydrocarbon waxes (petroleum), oxidized	Hydrocarbon waxes, (petroleum), oxidized
64743-01-7	Petrolatum (petroleum), oxidized	Petrolatum, (petroleum), oxidized
64743-02-8	Alkenes, C>10 .alpha.-	 
64743-05-1	Coke (petroleum), calcined	Coke, (petroleum), calcined
64743-06-2	Extracts (petroleum), gas oil solvent	Extracts petroleum gas oil solvent
64754-90-1	Chlorinated polyethylene	 
64754-94-5	Fatty acids, tall-oil, compds.with polyethylenepolyamine-tall-oil fatty acid reaction products	 
64755-01-7	Fatty acids, tallow, calcium salts	 
64771-71-7	Paraffins (petroleum), normal C>10	Paraffins petroleum normal C>10
64771-72-8	Paraffins (petroleum), normal C5-20	 
64787-97-9	Sulfurous acid, sodium salt (1:1), polymer with formaldehyde and 1,3,5-triazine-2,4,6-triamine	 
65078-77-5	6-Nitroaniline, 2,3-dichloro-	2,3-dichloro-6-nitroaniline
65086-85-3	Carbamic acid, N-[(dimethylamino)iminomethyl]-N-methyl-, ethyl ester, hydrochloride (1:1)	 
65232-89-5	Vanadium hydroxide oxide phosphate	 
65381-09-1	Decanoic acid, ester with 1,2,3-propanetriol octanoate	Decanoic acid, ester with 1,2,3-propanetriol octan
65996-61-4	Pulp, cellulose	 
65996-62-5	Starch, oxidized	 
65996-63-6	Starch, acid-hydrolyzed	 
65996-64-7	Starch, enzyme-hydrolyzed	 
65996-65-8	Iron ores, agglomerates	 
65996-66-9	Iron sinter	 
65996-67-0	Iron, furnace	 
65996-68-1	Flue gases (ferrous metal), blast furnace	Flue gases, ferrous metal, blast furnace
65996-69-2	Slags (ferrous metal), blast furnace	Slags, ferrous metal, blast furnace
65996-70-5	Dust (ferrous metal), blast furnace	Dust, ferrous metal, blast furnace
65996-71-6	Slags, steelmaking	 
65996-72-7	Dust, steelmaking	 
65996-73-8	Slimes and Sludges, blast furnace and steelmaking	 
65996-74-9	Mill scale (ferrous metal)	 
65996-75-0	Wastes (ferrous metal) pickling	Wastes, ferrous metal pickling
65996-76-1	Spelter (ferrous metal)	 
65996-77-2	Coke (coal)	Coke, (coal)
65996-78-3	Light oil (coal), coke-oven	Light oil, (coal), coke-oven
65996-79-4	Solvent naphtha (coal)	 
65996-81-8	Fuel gases, coke-oven	 
65996-82-9	Tar oils (coal)	Tar oils, coal
65996-83-0	Extracts coal-tar oil alk.	 
65996-84-1	Tar bases (coal), crude	Tar bases, coal, crude
65996-85-2	Tar acids (coal), crude	Tar acids, coal, crude
65996-87-4	Extract residues (coal), tar oil alk.	Extract residues, (coal), tar oil alk.
65996-88-5	Benzol forerunnings (coal)	 
65996-89-6	Tar (coal), high-temp.	Tar, coal, high-temp.
65996-90-9	Tar (coal), low-temp.	Tar, coal, low-temp.
65996-91-0	Distillates coal tar, upper	 
65996-92-1	Distillates coal tar	 
65996-93-2	Pitch, coal tar, high temp	 
65996-94-3	Phosphate rock and phosphorite, calcined	 
65996-95-4	Superphosphates, concentrated	 
65996-96-5	Terpenes & Terpenoids, turpentin-oil, alpha-pinene fraction	Terpenes & Terpenoids, turpentin-oil, alpha-pinene
65996-98-7	Terpenes and Terpenoids, limonene fraction	 
65996-99-8	Terpenes and Terpenoids, turpentine-oil, limonene fraction	Terpenes and Terpenoids, turpentine-oil, limonene
65997-01-5	Tall oil, sodium salt	 
65997-02-6	Wastewater, tall-oil soap acidulation	 
65997-03-7	Fatty acids, tall-oil, low-boiling	 
65997-04-8	Rosin, fumarated	 
65997-06-0	Rosin, hydrogenated	 
65997-13-9	Resin & Rosin acids, hydrogenated, esters with glycerol	Resin & Rosin acids, hydrogenated, esters with gly
65997-15-1	Cement, portland, chemicals	 
65997-16-2	Cement, alumina, chemicals	 
65997-17-3	Glass, oxide, chemicals	 
65997-18-4	Frits, chemicals	 
65997-19-5	Steel manufacture, chemicals	 
66071-92-9	Sulfite liquors & Cooking liquors spent	 
66071-94-1	Corn, steep liquor	 
66071-96-3	Glutens, corn	 
66104-67-4	2-Butenedioic acid (2Z)-, mono[2-[2-[2-(dodecyloxy)ethoxy]ethoxy]ethyl] ester	 
66241-11-0	C.I. Leuco Sulphur Black 1	 
66346-01-8	3-Pentanone, 1-(4-chlorophenyl)-4,4-dimethyl-	 
66402-68-4	Ceramic materials and wares, chemicals	 
66455-17-2	Alcohols, C9-11	 
66455-29-6	Betaines, C12-14-alkyldimethyl	 
67129-08-2	2-Chloro-N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)acetamide	2-Chloro-N-(2,6-dimethylphenyl)-N-(pyrazol-1-ylmet
67564-91-4	cis-4-[3-(p-tert-Butylphenyl)-2-methylpropyl]-2,6-dimethylmorpholine	 
67674-18-4	Distillates (petroleum), oxidized light, Bu esters	 
67700-45-2	Rosin, polymer with formaldehyde and phenol	 
67700-59-8	Castor oil, polymer with glycerol, maleic anhydride and rosin	 
67700-98-5	Amines, C10-16-alkyldimethyl	 
67700-99-6	Amines, di-C14-18-alkylmethyl	 
67701-01-3	Fatty acids, C12-18	 
67701-02-4	Fatty acids, C14-18	 
67701-03-5	Fatty acids, C16-18	 
67701-05-7	Fatty acids, C8-18 and C18-unsatd.	 
67701-06-8	Fatty acids, C14-18 and C16-18-unsatd.	 
67701-07-9	Fatty acids, C16 and C18-unsaturated	 
67701-08-0	Fatty acids, C16-18 and C18-unsatd.	 
67701-09-1	Fatty acids, C8-18 and C18-unsaturated, potassium salts	 
67701-10-4	Fatty acids, C8-18 and C18-unsatd., sodium salts	 
67701-11-5	Fatty acids, C14-18 and C16-18-unsatd., sodium salts	Fatty acids, C14-18 and C16-18-unsatd., sodium sal
67701-26-2	Glycerides, C12-18 (C14:C14:C18)	 
67701-27-3	Glyceryl stearate	 
67701-28-4	Glycerides, C8-18 and C18-unsatd.	 
67701-30-8	Glycerides, C16-18 and C18-unsatd.	 
67701-33-1	Glycerides, C14-18 mono- and di-	 
67711-90-4	Flue dust, copper-refining	 
67711-91-5	Matte, copper	 
67711-92-6	Slags, copper smelting	 
67711-93-7	Slags, copper-converter	 
67711-94-8	Slags, copper refining	 
67711-95-9	Slimes and Sludges, copper electrolytic	 
67747-09-5	N-Propyl-N-2,4,6-trichlorophenoxy-ethyl-imidazole-1-carboxamide	N-Propyl-N-2,4,6-trichlorophenoxy-ethyl-imidazole-
67762-19-0	Poly(oxy-1,2-ethanediyl),alpha-sulfo-omega-hydroxy C10-16-alkyl ethers, amm	 
67762-25-8	Alcohols, C12-18	 
67762-26-9	Fatty acids, C14-18 and C16-18-unsatd., Me esters	Fatty acids, C14-18 and C16-18-unsatd.,
67762-27-0	Alcohols, C16-18	 
67762-30-5	Alcohols, C14-18	 
67762-32-7	Fatty acids, C14-18 and C16-18-unsatd., magnesium salts	 
67762-36-1	Fatty acids, C6-12	 
67762-37-2	Fatty acids, C8-18 and C18-unsatd., methyl esters	 
67762-38-3	Fatty acids, C16-18 and C18-unsatd., methyl esters	 
67762-39-4	Fatty acids, C6-12, methyl esters	 
67762-40-7	Fatty acids, C10-16, Me esters	 
67762-41-8	Alcohols, C10-16	 
67762-44-1	Fatty acids, C6-12, sodium salts	 
67762-63-4	Fatty acids, tall-oils, Bu esters	 
67762-77-0	2,5-Furandione, dihydro-, monopolyisobutylene derivs.	2,5-Furandione, dihydro-, monopolyisobutylene deri
67762-79-2	2,5-Furandione, dihydro-, monopolybutenyl derivs.	 
67774-71-4	Amines, N-tallow alkylpropylenedi-, hydrochlorides	 
67774-74-7	Benzene, C10-13-alkyl-deriv.	 
67784-80-9	Soybean oil, Me ester	 
67784-90-1	Fatty acids, coco, reaction products with 2-[(2-aminoethyl)amino]ethanol	 
67786-25-8	Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-[bis(2-hydroxypropyl)amino]-6-[(4-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-, tetrasodium salt	 
67806-10-4	Tetradecanamide, N-[3-(dimethyloxidoamino)propyl]-	 
67806-76-2	Nickel, carbonate, hexaammine	 
67815-89-8	2-Butenedioic acid (2Z)-, 1-[1-methyl-2-[[(9Z)-1-oxo-9-octadecen-1-yl]amino]ethyl] ester	 
67845-71-0	Octanoic acid, 2-sulfo-, 1-(2-ethylhexyl) ester, sodium salt	 
67845-94-7	4-heptadecylidene-3-tetradecyloxetan-2-one	 
67845-95-8	3-hexadecyl-4-pentadecylideneeoxetan-2-one	 
67846-68-8	Dimethylbis[2-[(1-oxooctadecyl)oxy]ethyl]ammonium chloride	 
67859-51-2	Zincate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, diammonium, (OC-6-21-)-	 
67891-79-6	Distillates (petroleum), heavy aromatic	Distillates petroleum heavy aromatic
67891-80-9	Distillates (petroleum), light aromatic	Distillates petroleum light aromatic
67905-19-5	Perfluorohexadecanoic acid	 
67905-28-6	1-Hexacosanol, aluminum salt	n-Hexacosyl alcohol, aluminum salt
67905-29-7	1-Tetracosanol, alminum salt	n-Tetracosyl alcohol, aluminum salt
67905-30-0	1-Docosanol, aluminum salt	n-Docosyl alcohol, aluminum salt
67905-31-1	1-Eicosanol, aluminum salt	n-Eicosyl alcohol, aluminum salt
67905-32-2	1-Tetradecanol, aluminum salt	 
67953-76-8	Phosphonic acid, (1-hydroxyethylidene)bis-, potassium salt	Phosphonic acid, (1-hydroxyethylidene)bis-, potass
67989-23-5	1,2,4-Benzenetricarboxylic acid, decyl octyl ester	 
67989-52-0	Fatty acids, C18-unsatd., dimers, polymers with bisphenol A and epichlorohydrin	 
68002-58-4	Quaternary ammonium compounds, di-C14-18-alkyldimethyl, Me sulfates	Quaternary ammonium compounds, di-C14-18-alkyldime
68002-59-5	Quaternary ammonium compounds, di-C14-18-alkyldimethyl, chlorides	Quaternary ammon. compounds, di-C14-18-alkyldimeth
68002-64-2	Nitriles, C16 and C18-unsatd.	 
68002-65-3	Nitriles, C16-18	 
68002-79-9	Fatty acids, C14-18 and C16-18 unsatd., triesters with trimethylolpropane	Fatty acids, C14-18 and C16-18 unsatd., triesters
68002-80-2	Fatty acids, C14-18 and C16-18-unsaturated, potassium salts	 
68002-87-9	Fatty acids, C14-18 and C16-22-unsaturated	 
68002-88-0	Fatty acids, C16-22	 
68002-90-4	Fatty acids, C10-16	 
68002-94-8	Alcohols, C16-18 and C18-unsatd.	 
68002-96-0	Alcohols, C16-18, ethoxylated propoxylated	 
68002-97-1	Alcohols, C10-16, ethoxylated	 
68015-77-0	Manganate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]-, potassium (1:2), (OC-6-21)-	 
68037-01-4	1-Decene, homopolymer, hydrogenated	 
68037-30-9	2-Butenedioic acid (2E)-, reaction products with linoleic acid	 
68037-49-0	Sodium C10-18-alkyl-sulfonates	 
68052-49-3	1,6-Hexanediaminium, N,N,N',N'-tetrabutyl-N,N'-diethyl-, bis(ethyl sulfate)	 
68081-81-2	Benzenesulfonic acid, mono-C10-16-alkyl derivs., sodium salt	 
68081-96-9	Sulfuric acid, mono-C10-16-alkyl esters, ammonium salts	Sulfuric acid, mono-C10-16-alkyl esters, ammonium
68081-97-0	Sulfuric acids, mono-C10-16-alkyl esters, magnesium salts (C10-16 ASO4 Mg)	 
68081-98-1	Sulfuric acid, mono-C14-18-alkyl esters, sodium salts	Sulfuric acid, mono-C14-18-alkyl esters, sodium sa
68082-64-4	Fatty acids, vegetable-oil, sodium salts	 
68082-78-0	Lard, oil, Me esters	 
68082-79-1	Lard, oil, polymd., oxidized	 
68083-18-1	Siloxanes and Silicones, di-Me, Me vinyl, vinyl group-terminated	 
68083-19-2	VF-oil (all grades)	 
68122-86-1	Imidazolium compounds, 4,5-dihydro-1-methyl-2-nortallow alkyl-1-(2-tallow amidoethyl), Me sulfates	Imidazolium compounds, 4,5-dihydro-1-met
68130-15-4	Guar gum, carboxymethyl 2-hydroxypropyl ether, sodium salt	 
68130-36-9	Molybdenum nickel hydroxide oxide phosphate	 
68130-37-0	Cobalt molybdenum hydroxide oxide phosphate	 
68130-43-8	Sulfuric acid, mono-C8-18-alkyl esters, sodium salts	Sulfuric acid, mono-C8-18-alkyl esters, sodium sal
68131-13-5	Naphthenic acids, reaction products with diethylenetriamine	 
68131-30-6	Sulfite liquors & Cooking liquors green	 
68131-31-7	Sulfite liquors and Cooking liquors, spent, alkali-treated	 
68131-33-9	Sulfite liquors & Cooking liquors white	 
68131-37-3	Syrups, hydrolyzed starch, dehydrated	 
68131-39-5	Alcohols, C12-15, ethoxylated	 
68131-49-7	Aromatic hydrocarbons, C6-10, acid-treated, neutralized	Aromatic hydrocarbons, C6-10, acid-treated, neutra
68131-71-5	Polyphosphoric acids, esters with triethanolamine	 
68131-72-6	Polyphosphoric acids, esters with triethanolamine, sodium salts	Polyphosphoric acids, esters with triethanolamine,
68131-74-8	Ashes (residues)	Ashes, (residues)
68131-75-9	Gases (petroleum), C3-4	Gases petroleum C3-4
68131-76-0	Alkenes, ethylene manufacture by-product, C5 cut, oligomers, polymer with s	 
68134-26-9	2-(2-heptadecyl-4,5-dihydro-1H-imidazol-1-yl)ethyl stearate	2-(2-heptadecyl-4,5-dihydro-1H-imidazol-1-yl)ethyl
68139-30-0	1-Propanaminium, N-(3-aminopropyl)-2-hydroxy-N,N-dimethyl-3-sulfo-,N-coco acyl derivs., inner salts	 
68139-89-9	Fatty acids, tall-oil, maleated	 
68140-00-1	Amides, coco, N-(hydroxyethyl)	 
68140-01-2	Amides, coco, N-[3-(dimethylamino)propyl]-	Amides, coco, N-(3-(dimethylamino)propyl)-
68140-11-4	1H-Imidazole-1-ethanamine, 4,5-dihydro-, 2-nortall-oil alkyl derivs., aceta	 
68140-14-7	Tall oil, reaction products with diethylenetriamine	 
68140-16-9	Tall-oil pitch, sodium salt	 
68152-90-9	Soybean oil, sulfurized	 
68153-01-5	Naphthalenesulfonic acids	 
68153-10-6	Lard, oil, sulfated, sodium salts	 
68153-30-0	Quaternary ammonium compd.,benzylbis(hydrogenated tallow alkyl)methyl, salt	 
68153-35-5	Ethanaminium, 2-amino-N-(2-aminoethyl)-N-(2-hydroxyethyl)-N-methyl-, N,N'-ditallow acyl derivs., Me sulfates (salts)	 
68153-57-1	Fatty acids, tall-oil, reaction products with diethanolamine	 
68153-60-6	Fatty acids, tall-oil, reaction products with diethylenetriamine, acetates	Fatty acids, tall-oil, reaction products with diet
68153-70-8	Fatty acids, vegetable-oil, polymers with C>10 .alpha.-alkenes and lard oil, sulfurized	 
68153-81-1	Grease	 
68154-05-2	Asphalt, sapon. products with tall oil, sodium salts	 
68154-98-3	Alcohols, C14-18, ethoxylated propoxylated	 
68155-00-0	Alcohols, C14-18.and C16-18-unsatd	 
68155-06-6	Amides, C12-18, N,N-bis(hydroxyethyl)	 
68155-20-4	Amides, tall-oil fatty, N,N-bis(hydroxyethyl)	 
68155-38-4	Amines, C14-18 and C16-18-unsatd. alkyl	 
68155-64-6	1-Propanone, 1-[6-methyl-3-(4-methyl-3-penten-1-yl)-3-cyclohexen-1-yl]-	 
68155-65-7	1-Propanone, 1-[6-methyl-4-(4-methyl-3-penten-1-yl)-3-cyclohexen-1-yl]-	 
68155-66-8	Ethanone, 1-(1,2,3,5,6,7,8,8a-octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)-	 
68155-67-9	Ethanone, 1-(1,2,3,4,6,7,8,8a-octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)-	 
68155-78-2	Diethylene triamine penta(methylene phosphonic acid), 7Na Salt	 
68171-29-9	Ethanol, 2,2',2"-nitrilotris-, tris(dihydrogen phosphate)(ester), sodium salt	 
68186-90-3	C.I. Pigment Brown 24	 
68186-91-4	C.I. Pigment Black 28	 
68187-15-5	Zirconium praseodymium yellow zircon	 
68187-51-9	C.I. Pigment Yellow 119	 
68187-57-5	Pitch, coal tar-petroleum	 
68187-58-6	Pitch (petroleum), arom.	Pitch, petroleum, arom.
68187-59-7	Coal, anthracite, calcined	 
68187-60-0	Hydrocarbons, C4, ethane-propane-cracked	 
68187-76-8	Castor oil, sulfated, sodium salt	 
68187-82-6	Oils, fish, bisulfited	 
68187-84-8	Castor oil, oxidized	 
68187-93-9	Oils, vegetable, sodium salts	 
68188-15-8	Slimes and Sludges, papermaking, secondary	 
68188-48-7	Distillates, coal-petroleum, condensed-ring arom.	 
68188-83-0	Rare earth oxides	 
68201-32-1	Asphalt, sulfonated, sodium salt	 
68201-59-2	Resin acids and Rosin acids, fumarated, sodium salt	Resin acids and Rosin acids, fumarated, sodium sal
68201-64-9	Tannins, sulfomethylated	 
68298-96-4	Ethanol, 2,2'-iminobis-, monoester with boric acid	 
68308-01-0	Tail gas (petroleum), cracked distillate hydrotreater stripper	 
68308-04-3	Tail gas (petroleum), gas-recovery plant	Tail gas petroleum gas-recovery plant
68308-05-4	Tail gas (petroleum), gas-recovery plant deethanizer	Tail gas petroleum gas-recovery plant deethanizer
68308-06-5	Tail gas (petroleum), hydrodesulfurized distillate and hydrodesulfurized na	Tail gas petroleum hydrodesulfurized distillate an
68308-08-7	Tail gas (petroleum), isomerized naphtha fractionation stabilizer	Tail gas petroleum isomerized naphtha fractionatio
68308-11-2	Tail gas (petroleum), propane-propylene alkylation feed prep deethanizer	Tail gas petroleum propane-propylene alkylation fe
68308-12-3	Tail gas (petroleum), vacuum gas oil hydrodesulfurizer, hydrogen sulfide-fr	Tail gas petroleum vacuum gas oil hydrodesulfurize
68308-22-5	Fatty acids, montan-wax, calcium salts	 
68308-27-0	Fuel gases, refinery	 
68308-36-1	Soybean meal	 
68308-53-2	Fatty acids, soya	 
68308-54-3	Glycerides, tallow mono-, di- and tri-, hydrogenated	 
68308-55-4	Tallow, hydrogenated, products with 2-(2-aminoethyl)ethanol	Tallow, hydrogenated, products with 2-(2-aminoethy
68308-74-7	Amides, tall-oil fatty, N,N-di-Me	 
68308-87-2	Cottonseed, flour	 
68309-32-0	Glycerides,tall-oil	 
68309-95-5	Diammonium bis(carbonato) dihydroxy zirconate	 
68310-74-7	1-Propanamine, 3-(decyloxy)-, acetate (1:1)	 
68333-22-2	Residues (petroleum), atmospheric	Residues petroleum atmospheric
68333-23-3	Naphtha (petroleum), heavy coker	Naphtha petroleum heavy coker
68333-25-5	Distillates (petroleum), hydrodesulfurized light catalytic cracked	Distillates petroleum hydrodesulfurized catalytic
68333-27-7	Distillates (petroleum), hydrodesulfurized intermed. Catalytic cracked	Distillates petroleum hydrodesulfurized intermed.
68333-28-8	Distillates (petroleum), hydrodesulfurized heavy cracked	Distillates petroleum hydrodesulfurized heavy crac
68333-29-9	Residues (petroleum), light naphtha solvent extracts	Residues petroleum light naphtha solvent extracts
68333-79-9	Polyphosphoric acids, ammonium salts	 
68333-80-2	Alcohols, C14-16	 
68333-81-3	Alkanes, C4-12	 
68333-88-0	Aromatic hydrocarbons, C9-17	 
68333-89-1	Benzene, (1-methylethyl)-, oxidized, polyphenyl residues	Benzene, (1-methylethyl)-, oxidized, polyphenyl re
68333-91-5	Bentonite, lime-activated	 
68334-01-0	Disulfides, alkylaryl dialkyl diaryl, petroleum refinery spent caustic oxidn. products	Disulfides, alkylaryl dialkyl diaryl, petroleum re
68334-03-2	Fatty acids, C12-20 and C12-20 unsaturated	 
68334-13-4	Fatty acids, tall-oil, 2-ethylhexyl esters	 
68334-18-9	Fatty acids, tall-oil, tetraesters with pentaerythritol	 
68334-19-0	Fatty acids, tall-oil, triesters with sorbitol	 
68334-28-1	Fats and Glyceridic oils, vegetable, hydrogenated	 
68334-30-5	Fuels, diesel	 
68334-37-2	Shale, expanded, aggregates	 
68334-62-3	2-Hydroxyethyl-3-(hydroxymethylphosphinoyl)propionate	 
68390-56-7	Fatty acids, tallow, hydrogenated, dimers, diketene derivs.	 
68391-05-9	Quaternary ammonium compounds, di-C12-18-alkyldimethyl, chlorides	Quaternary ammonium compounds, di-C12-18-alkyldime
68391-11-7	Pyridine, alkyl derivs.	 
68409-95-0	Coke (coal), semi-	 
68409-99-4	Gases (petroleum), catalytic cracked overheads	Gases petroleum catalytic cracked overheads
68410-00-4	Distillates (petroleum), crude oil	Distillates petroleum crude oil
68410-05-9	Distillates (petroleum), straight-run light	Distillates petroleum straight-run light
68410-09-3	Distillates (coal), solvent-refining(SRC), wash	 
68410-22-0	Fatty acids, C18-unsatd., dimers, reaction products with diethylenetriamine	 
68410-23-1	Fatty acids, C18-unsatd., dimers, reaction products with polyethylenepolyam	 
68410-45-7	Gelatins, hydrolyzates	 
68410-63-9	Natural gas, dried	 
68410-69-5	Poly(oxy-1,2-ethanediyl), .alpha.-[2-[bis(2-aminoethyl)methylammonio]ethyl]-.omega.-hydroxy-, N,N'-ditallow acyl derivs., Me sulfates (salts)	Poly(oxy-1,2-ethanediyl), _-2-(bis(2-aminoethyl)me
68410-71-9	Raffinates, petroleum, catalytic reformer ethylene glycol-water countercurrent exts.	Raffinates, (petroleum), catalytic reformer ethyle
68410-96-8	Distillates (petroleum),hydrotreated middle, intermediate boiling	 
68410-97-9	Distillates (petroleum), light distillate hydrotreating process, low-boiling	 
68410-98-0	Distillates, petroleum, hydrotreated heavy naphtha, deisohexanizer overheads	Distillates petroleum hydrotreated naphtha deisohe
